,Job Title,Rating,Size,Type of ownership,Industry,Revenue,Competitors,Salary_min,Salary_max
2044,Senior Data Analyst,4.4, 200 , Private,IT Services,Unknown / Non-Applicable,"TEKsystems, Akraya, Intelliswift",46,86 
2045,Sr Data Analyst,4.9, 50 , Private,IT Services, 25 M ,-1,46,86 
2046,Senior Business and Data Analyst,5.0, 50 , Private,Staffing & Outsourcing,Unknown / Non-Applicable,-1,46,86 
2047,Data Analyst - Int,4.3, 1000 , Private,Staffing & Outsourcing,Unknown / Non-Applicable,-1,47,74 
2048,Senior Financial Systems Analyst / Business Intelligence Data Modeler,3.8, 10000 , Public,Investment Banking & Asset Management, 10 B ,"Fidelity Investments, Vanguard",47,74 
2049,Enrollment & Student Services Data & Systems Operations Analyst,3.9,10000 ,Other,Health Care Services & Hospitals, 10 B ,"Kaiser Permanente, UC Davis Health, Dignity Health",47,74 
2050,"Lead Data Analyst, Product",4.8, 500 , Private,Banks & Credit Unions,Unknown / Non-Applicable,-1,47,74 
2051,Biological Data Analyst,-1.0, 200 ,Other,Health Fundraising Organizations,Unknown / Non-Applicable,-1,47,74 
2052,BI Data Analyst - Tibco & Spotfire,3.4, 5000 , Private,IT Services, 500 M ,"Mu Sigma, ZS Associates, Fractal",47,74 
2053,Data Analyst - Life Sciences,3.1, 500 ,Other,IT Services,Unknown / Non-Applicable,-1,47,74 
2054,Sr. Data Analyst( Healthcare),4.6, 5000 , Private,Staffing & Outsourcing, 500 M ,-1,47,74 
2055,Senior Data Analyst - Health Care Innovation,3.4, 500 , Private,Consulting, 100 M ,-1,47,74 
2056,Technical Business Analyst with SQL Data Specialist,3.0, 200 , Private,Consulting, 10 M ,-1,47,74 
2057,Lead Data Engineer (Capital Markets Business Analyst 2),3.6,10000 , Public,Banks & Credit Unions,10 B ,-1,47,74 
2058,Data and Policy Analyst - Writer/Coordinator,3.2, 500 , Private,Federal Agencies, 25 M ,Acumen,47,74 
2059,Master Data Management (MDM) - Business Systems Analyst,3.4, 1000 , Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Accenture, Deloitte, IBM",47,74 
2060,"Sr. BI Data Analyst (with Spotfire Exp & Bio/Pharma/Clinical Industry)-South San Francisco, California (W2)",3.8, 200 , Private,Research & Development,Unknown / Non-Applicable,-1,47,74 
2061,Senior Business Technology Analyst - MDM / Data Management,3.0, 10000 , Private,-1,Unknown / Non-Applicable,-1,47,74 
2062,Senior SAS Data Analyst,4.6, 5000 , Private,Staffing & Outsourcing, 500 M ,-1,47,74 
2063,Lead Data Analyst,3.0, 500 , Private,Staffing & Outsourcing,Unknown / Non-Applicable,-1,47,74 
2064,Cybersecurity Analyst (Payment Card Industry Data Security Standards (PCI-DSS)),3.7, 10000 ,Other,Federal Agencies,Unknown / Non-Applicable,-1,47,74 
2065,Business Analyst with Data Loss Prevention (DLP) Concepts,3.8, 200 , Private,Research & Development,Unknown / Non-Applicable,-1,47,74 
2066,"Sr. Analyst, Financial Data and Reporting",3.6, 5000 , Public,Consumer Products Manufacturing, 5 B ,"Spectrum Brands, Scotts Miracle-Gro, Newell Brands",47,74 
2067,"Lead Data Analyst, Product",-1.0,-1,Other,-1,-1,-1,47,74 
2068,Business Analyst II (Scientific Business Analyst PreClinical Data),4.6, 5000 , Private,Staffing & Outsourcing, 500 M ,-1,47,74 
2069,Sr. Process Analyst - Data Privacy Project,4.6, 5000 , Private,Staffing & Outsourcing, 500 M ,-1,47,74 
2070,Data Analyst-IT II,4.1, 200 , Private,Computer Hardware & Software, 50 M ,-1,47,74 
2071,Senior Financial Systems Analyst / Business Intelligence Data Modeler,-1.0, 50 ,Other,-1,Unknown / Non-Applicable,-1,47,74 
2072,Sr. Data Analysts (Banking Domain),5.0, 50 , Private,Consulting, 5 M ,-1,47,74 
2073,Data Analyst,3.2, 5000 ,Other,Insurance Agencies & Brokerages, 500 M ,"CUNA Mutual, SWBC, Overby-Seawell",34,61 
2074,Healthcare Data Analyst,3.3, 10000 , Public,Financial Transaction Processing, 5 B ,-1,34,61 
2075,Data Analyst,3.5, 200 , Private,Consulting, 25 M ,-1,34,61 
2076,"Data Analyst, Predictive Analytics",4.2, 50 , Private,Enterprise Software & Network Solutions, 5 M ,-1,34,61 
2077,Healthcare Data Analyst,2.8, 50 , Private,Casual Restaurants,Less than 1 M ,-1,34,61 
2078,Data Analyst,3.8, 200 , Private,Internet,Unknown / Non-Applicable,-1,34,61 
2079,Data Analyst,2.8, 5000 , Private,IT Services,Less than 1 M ,-1,34,61 
2080,Junior Data Analyst,5.0, 200 , Private,IT Services, 100 M ,-1,34,61 
2081,COVID-19 Data Analyst,3.6, 5000 , Private,Staffing & Outsourcing, 50 M ,-1,34,61 
2082,Business Data Analyst,3.6, 5000 , Private,Staffing & Outsourcing, 100 M ,"Apex Systems, Kforce, Robert Half",34,61 
2083,Junior Data Analyst Python,4.2, 50 , Private,-1,Less than 1 M ,-1,34,61 
2084,IT Data Analyst (Power BI),4.6, 500 , Private,Staffing & Outsourcing, 100 M ,-1,34,61 
2085,Data Analyst,5.0, 200 , Private,IT Services, 100 M ,-1,34,61 
2086,Local Data Analyst - Clinical,3.1, 10000 , Public,IT Services, 100 M ,"Lionbridge, Pole To Win",34,61 
2087,Quality Data Analyst,3.5,10000 , Private,Logistics & Supply Chain,10 B ,"DHL Global Forwarding, Freight, DB Schenker, Panalpina",34,61 
2088,Senior Data Analyst,4.0, 1000 , Private,IT Services, 100 M ,-1,34,61 
2089,Ending The HIV Epidemic Data Analyst,3.4, 5000 , Private,Health Care Services & Hospitals, 500 M ,-1,34,61 
2090,Senior Data Analyst,2.9, 5000 ,Other,Financial Transaction Processing, 5 B ,-1,34,61 
2091,Data Analyst Junior,5.0, 200 , Private,IT Services, 100 M ,-1,34,61 
2092,Sr. Healthcare Data Analyst,3.5,10000 ,Other,Health Care Services & Hospitals, 5 B ,-1,34,61 
2093,Sr Data Analyst II,2.8, 50 , Private,Casual Restaurants,Less than 1 M ,-1,34,61 
2094,Operations/Quality Data Analyst,4.0, 200 ,Other,"Department, Clothing, & Shoe Stores",Unknown / Non-Applicable,-1,34,61 
2095,Sr. IT Data Analyst,2.7, 5000 , Public,Insurance Carriers, 5 B ,-1,34,61 
2096,Technical Data Analyst,3.3, 10000 , Private,IT Services, 1 B ,"SDL, Keywords Studios, TransPerfect",35,67 
2097,Senior Product Data Analyst,4.3, 5000 , Private,Banks & Credit Unions,Unknown / Non-Applicable,-1,35,67 
2098,Business Data Analyst,3.3, 5000 , Private,Insurance Carriers,Unknown / Non-Applicable,-1,35,67 
2099,Data Analyst,4.3,10000 , Public,Computer Hardware & Software,10 B ,"Google, Amazon, Apple",35,67 
2100,Data Analyst,4.6, 200 , Private,Staffing & Outsourcing, 50 M ,"Collabera, Artech Information Systems, TEKsystems",35,67 
2101,IT Data Analyst,3.6, 5000 , Public,Banks & Credit Unions, 1 B ,-1,35,67 
2102,Data Analyst I,3.0, 50 , Private,Research & Development,Less than 1 M ,-1,35,67 
2103,Business Data Analyst - Marketing,4.0,10000 , Public,General Merchandise & Superstores,10 B ,"Sam's Club, BJ's Wholesale Club",35,67 
2104,Business/Data Analyst,3.5, 200 , Private,Computer Hardware & Software, 25 M ,-1,35,67 
2105,Demand Response (DR) and Customer Success (CSM) BI and Data Analyst,4.3,10000 , Public,Computer Hardware & Software,10 B ,"Google, Amazon, Apple",35,67 
2106,Data Analyst,-1.0,-1,Other,-1,-1,-1,35,67 
2107,Data Development Analyst~,4.0,10000 , Public,General Merchandise & Superstores,10 B ,"Sam's Club, BJ's Wholesale Club",35,67 
2108,Data Analyst,3.7, 5000 , Public,Lending, 1 B ,"Zillow, Trulia",35,67 
2109,Data Analyst II,2.9, 5000 , Private,Aerospace & Defense, 25 M ,-1,35,67 
2110,Junior Data Analyst,5.0, 200 , Private,IT Services, 100 M ,-1,35,67 
2111,Junior Data Analyst,4.7, 200 , Private,Logistics & Supply Chain, 25 M ,-1,35,67 
2112,Data Analyst,5.0, 200 , Private,IT Services, 100 M ,-1,35,67 
2113,"Data Analyst II, QA",4.2, 200 , Private,-1,Unknown / Non-Applicable,-1,35,67 
2114,Data Analyst - Revenue Assurance,3.2, 1000 , Public,Enterprise Software & Network Solutions, 50 M ,"WeDo technologies, Intec Telecom, Amdocs",35,67 
2115,Data Standards Analyst,3.9, 5000 ,Other,Social Assistance, 500 M ,"Seattle Children's, Center for Infectious Disease Research, University of Washington",35,67 
2116,DATA ANALYST,3.8, 50 , Private,Accounting,Less than 1 M ,-1,35,67 
2117,Data Analyst,2.9,10000 , Public,IT Services, 10 B ,"Cognizant Technology Solutions, Tata Consultancy Services, Accenture",35,67 
2118,Business Data Analyst,3.0, 500 , Private,Staffing & Outsourcing, 100 M ,-1,35,67 
2119,Data Analyst,3.4, 1000 , Private,Staffing & Outsourcing,Unknown / Non-Applicable,-1,35,67 
2120,Data Technician/Analyst/Specialist,3.5, 200 , Private,-1,Unknown / Non-Applicable,-1,35,67 
2121,Senior Data Analyst,3.7, 5000 , Public,Lending, 1 B ,"Zillow, Trulia",35,67 
2122,Security Data Analyst -CTJ,4.3,10000 , Public,Computer Hardware & Software,10 B ,"Google, Amazon, Apple",55,101 
2123,Engines Configuration and Data Management Analyst,4.4, 200 , Private,Staffing & Outsourcing, 50 M ,-1,55,101 
2124,"Data Standards Analyst in Seattle, Washington | Careers at Fred Hutchinson Cancer Research Center",3.9, 5000 ,Other,Social Assistance, 500 M ,"Seattle Children's, Center for Infectious Disease Research, University of Washington",55,101 
2125,Data Analyst,3.7, 200 , Private,Staffing & Outsourcing, 100 M ,"Artech Information Systems, Mindlance, Tech Mahindra",55,101 
2126,Bilingual Senior Data Analyst (Japanese / English),4.0, 10000 , Public,Video Games,10 B ,-1,55,101 
2127,Security Data Analyst,-1.0,-1,Other,-1,-1,-1,55,101 
2128,Data Analyst/Developer,3.7, 200 , Private,Staffing & Outsourcing, 100 M ,"Artech Information Systems, Mindlance, Tech Mahindra",55,101 
2129,Information Security Analyst - Data Loss Prevention,4.0,10000 , Public,General Merchandise & Superstores,10 B ,"Sam's Club, BJ's Wholesale Club",55,101 
2130,Data Analyst/PM (German),3.6, 5000 , Private,Computer Hardware & Software, 500 M ,-1,55,101 
2131,Partner Training Data Analyst,-1.0,-1,Other,-1,-1,-1,55,101 
2132,Senior Data Analyst and Applied Scientist,4.3,10000 , Public,Computer Hardware & Software,10 B ,"Google, Amazon, Apple",55,101 
2133,Senior Data Analyst : 20,4.6, 200 , Private,Staffing & Outsourcing, 50 M ,"Collabera, Artech Information Systems, TEKsystems",55,101 
2134,Security Data Analyst -CTJ with Security Clearance,4.3,10000 , Public,Computer Hardware & Software,10 B ,"Google, Amazon, Apple",55,101 
2135,Data Analyst Junior,5.0, 200 , Private,IT Services, 100 M ,-1,55,101 
2136,Sr. Data Analyst,3.5, 50 , Private,IT Services, 25 M ,-1,55,101 
2137,Configuration/Data Management Analyst,4.2, 200 , Private,Staffing & Outsourcing, 50 M ,-1,55,101 
2138,Healthcare Business and Data Analyst,-1.0,-1,Other,-1,-1,-1,55,101 
2139,Big Data Quality Analyst/Hadoop Testing analyst/ Hadoop Tester,4.6, 50 ,Other,IT Services, 10 M ,-1,55,101 
2140,Product Marketing & Business/Data Analyst,-1.0,-1,Other,-1,-1,-1,55,101 
2141,Sr MDM Data Analyst (NOT A DEVELOPER),4.5, 500 , Private,Staffing & Outsourcing, 25 M ,-1,55,101 
2142,"Senior Data Analyst, Tax Technology (Level 6)",-1.0,-1,Other,-1,-1,-1,55,101 
2143,BI/Data Analyst- Configuration Lead,3.6, 5000 , Private,IT Services, 500 M ,"Persistent Systems (India), GlobalLogic, Synechron",55,101 
2144,Active Directory Data Migration Analyst,3.4, 1000 , Private,Staffing & Outsourcing,Unknown / Non-Applicable,-1,55,101 
2145,Sr. Research Data Analyst,4.1,10000 ,Other,Colleges & Universities, 5 B ,-1,55,101 
2146,Configuration and Data Management Analyst,4.4, 200 , Private,Staffing & Outsourcing, 50 M ,-1,55,101 
2147,Sr. Business/Data Analyst,-1.0,-1,Other,-1,-1,-1,55,101 
2148,"Senior Data Analyst, Tax Technology",-1.0,-1,Other,-1,-1,-1,55,101 
2149,Configuration/Data Management Analyst III,4.4, 200 , Private,Staffing & Outsourcing, 50 M ,-1,,1
2150,Student Data Analyst,4.2,10000 ,Other,Colleges & Universities, 5 B ,-1,32,56 
2151,Junior Data Analyst,5.0, 200 , Private,IT Services, 100 M ,-1,32,56 
2152,Data Analyst,5.0, 200 , Private,IT Services, 100 M ,-1,32,56 
2153,Data Analyst Junior,5.0, 200 , Private,IT Services, 100 M ,-1,32,56 
2154,Data Quality Analyst,3.8, 50 , Private,Computer Hardware & Software, 5 M ,-1,36,67 
2155,SAP DATA ANALYST,3.4, 1000 , Private,IT Services, 500 M ,-1,36,67 
2156,SAP Data Analyst,-1.0,-1,Other,-1,-1,-1,36,67 
2157,"Data Analyst - Denver, CO",3.8, 500 , Public,IT Services, 500 M ,"Equinix, Digital Realty, CyrusOne",57,67 
2158,Inside Sales Data Analyst,4.0, 10000 , Public,Computer Hardware & Software, 5 B ,-1,57,67 
2159,Data Analyst,3.6, 200 , Private,Computer Hardware & Software,Unknown / Non-Applicable,-1,57,67 
2160,"Senior Data Analyst, Sales Compensation",4.0, 5000 , Public,Internet, 2 B ,-1,57,67 
2161,Data Analyst,3.8, 50 , Private,IT Services, 25 M ,-1,57,67 
2162,Data Analyst,3.1, 500 , Private,Staffing & Outsourcing, 50 M ,-1,57,67 
2163,Data Analyst,4.3, 200 , Private,IT Services, 25 M ,-1,57,67 
2164,Data Analyst,2.9,10000 , Public,IT Services, 10 B ,"Cognizant Technology Solutions, Tata Consultancy Services, Accenture",57,67 
2165,Data Analyst,3.2, 500 , Private,Staffing & Outsourcing, 10 M ,-1,57,67 
2166,Data Analyst,3.8, 200 , Private,Staffing & Outsourcing, 500 M ,"Robert Half, Insight Global",57,67 
2167,Reporting / Data Analyst,5.0, 50 , Private,Health Care Services & Hospitals,Unknown / Non-Applicable,-1,57,67 
2168,Data Support Analyst,4.1,10000 , Private,IT Services, 1 B ,"Kforce, Insight Global, Volt Consulting Group",57,67 
2169,Marketing Data Analyst,3.9, 200 , Private,Enterprise Software & Network Solutions, 5 M ,-1,57,67 
2170,Data Analyst,3.4, 1000 , Private,IT Services, 500 M ,-1,57,67 
2171,Data Analyst,4.0, 200 , Private,"Hotels, Motels, & Resorts",Unknown / Non-Applicable,-1,57,67 
2172,Data Analyst,3.3, 500 , Private,Enterprise Software & Network Solutions, 50 M ,"Arena, HCL Technologies, PTC",57,67 
2173,Junior Data Analyst,5.0, 200 , Private,IT Services, 100 M ,-1,57,67 
2174,Vendor Master Data Associate Analyst,3.5,10000 , Public,Utilities,10 B ,-1,57,67 
2175,Systems & Data Analyst,3.7,10000 , Public,Aerospace & Defense,10 B ,"Lockheed Martin, Northrop Grumman, Airbus",57,67 
2176,Data Analyst...........................!,3.7, 200 , Private,Advertising & Marketing, 5 M ,-1,57,67 
2177,HealthCare Data Analyst - SQL and Python,3.6, 5000 , Private,IT Services, 500 M ,"Cognizant Technology Solutions, Infosys, HCL Technologies",57,67 
2178,BI/Data Analyst,3.8, 5000 ,Other,Staffing & Outsourcing, 5 B ,"TEKsystems, Insight Global, Accenture",57,67 
2179,Data Analyst,5.0, 200 , Private,IT Services, 100 M ,-1,57,67 
2180,Business Data Analyst,4.8, 200 , Private,Consulting, 10 M ,-1,57,67 
2181,Data Analyst,5.0, 200 , Private,Computer Hardware & Software, 5 M ,-1,57,67 
2182,Soapbox Data Analyst,4.6, 500 , Private,Internet,Unknown / Non-Applicable,"Morningstar, Value Line, Bankrate",57,67 
2183,Senior Data Quality Analyst,3.5, 1000 , Private,Internet,Unknown / Non-Applicable,"Checkout 51, RetailMeNot, shopkick",49,91 
2184,Data Analyst,3.7, 1000 , Private,Computer Hardware & Software, 50 M ,-1,49,91 
2185,DMV/DC Data Services Analyst - Analyst II,3.3,10000 ,Other,State & Regional Agencies,Unknown / Non-Applicable,-1,49,91 
2186,Data Analyst/Data engineer/Data Management,4.1,10000 , Private,IT Services, 1 B ,"Kforce, Insight Global, Volt Consulting Group",49,91 
2187,Data Experience Analyst,3.6,10000 , Public,Investment Banking & Asset Management, 10 B ,-1,49,91 
2188,Data Analyst,3.1, 200 , Private,Health Care Products Manufacturing, 50 M ,-1,49,91 
2189,Procurement Data Analyst,3.8,10000 , Public,Aerospace & Defense,10 B ,"Boeing, Northrop Grumman, Raytheon Technologies",49,91 
2190,Mutual Fund Data Analyst (JR1013810) - Contract,3.5,10000 , Public,Financial Transaction Processing, 10 B ,"BNY Mellon, DTCC, Computershare",49,91 
2191,Data Science Analyst,5.0, 200 , Private,IT Services, 10 M ,-1,49,91 
2192,Data Analyst,-1.0,-1,Other,-1,-1,-1,49,91 
2193,Data Analyst,4.1,10000 , Public,Staffing & Outsourcing, 2 B ,-1,49,91 
2194,GAO Analyst (Data Analysis),3.5, 5000 ,Other,Federal Agencies,Unknown / Non-Applicable,-1,49,91 
2195,IT Data Analyst,3.5, 1000 , Public,Construction, 1 B ,"Lennar, Meritage Homes",49,91 
2196,Lead Geophysical Data Analyst,3.6, 5000 , Private,Oil & Gas Services, 1 B ,-1,49,91 
2197,Data Analyst,4.7, 500 , Private,Staffing & Outsourcing,Unknown / Non-Applicable,"Randstad, Kelly",49,91 
2198,Data Analyst- Growth Operations,3.0, 50 , Private,Health Care Services & Hospitals,Unknown / Non-Applicable,-1,49,91 
2199,"Associate Business Analyst, Data Provisioning",3.5, 200 , Private,Enterprise Software & Network Solutions, 50 M ,-1,49,91 
2200,Data Analyst,-1.0,-1,Other,-1,-1,-1,49,91 
2201,Technical Lead- I Data Analyst,2.6, 50 , Private,Consulting,Less than 1 M ,-1,49,91 
2202,Financial Data Analyst,-1.0,-1,Other,-1,-1,-1,49,91 
2203,Data Analyst,3.3, 200 , Private,IT Services, 25 M ,-1,49,91 
2204,DMV/DC Data Services Analyst – Analyst II,3.3,10000 ,Other,State & Regional Agencies,Unknown / Non-Applicable,-1,49,91 
2205,Data Security Analyst,2.5, 200 , Private,Staffing & Outsourcing,Unknown / Non-Applicable,-1,49,91 
2206,Marketing Data Analyst,5.0, 50 , Private,Staffing & Outsourcing,Less than 1 M ,-1,49,91 
2207,Data Analyst,5.0, 200 , Private,IT Services, 10 M ,-1,49,91 
2208,Data Analyst (W2 Contract Position),3.7, 200 , Private,Advertising & Marketing, 5 M ,-1,49,91 
2209,SQL Data Analyst / ETL Developer,4.0, 50 , Private,-1, 5 M ,-1,49,91 
2210,"{""title"":""GAO Analyst (Data Analysis)"",""extended"":{""opening_type"":null}}",4.3, 1000 ,Other,State & Regional Agencies,Unknown / Non-Applicable,-1,49,91 
2211,Lead HR & Data Governance Analyst,3.0,10000 , Public,"Cable, Internet & Telephone Providers",10 B ,"AT&T, Verizon",57,100 
2212,Data Base Programmer/Analyst,3.7, 5000 , Private,IT Services, 50 M ,-1,57,100 
2213,"Data Analyst 3, Customer Experience",3.6,10000 , Public,-1,10 B ,"AT&T, Verizon",57,100 
2214,Data Base Programmer/Analyst,2.5, 200 , Private,Staffing & Outsourcing,Unknown / Non-Applicable,-1,57,100 
2215,Sr. Data Analyst,3.5, 1000 , Private,Health Care Services & Hospitals,Unknown / Non-Applicable,-1,57,100 
2216,Actuarial Data & Visualization Analyst,4.2, 200 , Private,Staffing & Outsourcing, 25 M ,-1,57,100 
2217,Technical Data Analyst - X,4.1, 50 , Private,Computer Hardware & Software, 10 M ,-1,57,100 
2218,"Data Analytics, Senior Analyst",4.0,10000 ,Other,Health Care Services & Hospitals,10 B ,"HCA Healthcare, Dignity Health, Sutter Health",57,100 
2219,Financial Data Analyst,2.9, 10000 , Public,IT Services,Less than 1 M ,-1,57,100 
2220,"MDG Functional Data Analyst-Greenwood Village, CO",5.0, 50 , Private,-1,Less than 1 M ,-1,57,100 
2221,Data Analyst Junior,5.0, 200 , Private,IT Services, 100 M ,-1,57,100 
2222,Data Security Analyst,4.3, 200 , Private,Staffing & Outsourcing, 10 M ,-1,57,100 
2223,"Data Analyst - Aurora, IL",2.6, 1000 , Private,Home Centers & Hardware Stores,Unknown / Non-Applicable,-1,57,100 
2224,Data Security Analyst,4.1, 50 , Private,IT Services,Less than 1 M ,-1,57,100 
2225,Sr Data Analyst,3.7, 1000 , Private,Enterprise Software & Network Solutions, 25 M ,"Premier, Inc., Vizient",57,100 
2226,Data Analyst - Junior,5.0, 200 , Private,IT Services, 100 M ,-1,57,100 
2227,Data Base Programmer/Analyst,3.3, 500 , Private,Consulting, 50 M ,-1,57,100 
2228,Senior Business/Data Analyst,2.7, 5000 , Private,Staffing & Outsourcing, 500 M ,-1,57,100 
2229,Application Data Analyst,3.8, 5000 ,Other,Staffing & Outsourcing, 5 B ,"TEKsystems, Insight Global, Accenture",57,100 
2230,Data Analyst-(Remote- All across US),3.0,10000 , Public,"Cable, Internet & Telephone Providers",10 B ,"AT&T, Verizon",57,100 
2231,Sr Data Analyst,2.8, 1000 ,Other,Wholesale, 500 M ,-1,57,100 
2232,Business Data Analyst III - RQS 2018,2.5, 200 , Private,Staffing & Outsourcing,Unknown / Non-Applicable,-1,57,100 
2233,Configuration & Data Management Analyst,3.8,10000 , Public,Aerospace & Defense,10 B ,"Boeing, Northrop Grumman, Raytheon Technologies",57,100 
2234,"Data Analyst 3, Customer Experience - Centennial",3.6,10000 , Public,-1,10 B ,"AT&T, Verizon",57,100 
2235,Data Base Programmer/Analyst,4.3, 200 , Private,Staffing & Outsourcing, 10 M ,-1,57,100 
